,id_x,ano,beneficiario,rfc,rnpa,estado_x,municipio_x,localidad_x,monto,cod_inegi_municipio_x,cod_inegi_localidad_x,id_y,tipo,nombre,fecha_registro,tipo_persona,representante_legal,estado_y,municipio_y,localidad_y,inicio,cod_inegi_localidad_y,cod_inegi_municipio_y
48,49,2011,ACUICOLA LOS ANGELES SA DE CV,AAN991215782,2501003079.0,SINALOA,CULIACAN,CULIACAN ROSALES,680000,25006.0,25006001.0,19664,ACUACULTURA,ACUICOLA LOS ANGELES SA DE CV,01/03/16,MORAL,LIBORIO MENDEZ CASTRO,SINALOA,CULIACAN,CULIACAN ROSALES,15/12/1999,25006001.0,25006.0
969,970,2012,"ACUICOLA LOS ANGELES, S.A. DE C.V.",AAN991215782,2501003079.0,SINALOA,CULIACAN,CULIACAN ROSALES,480000,25006.0,25006001.0,19664,ACUACULTURA,ACUICOLA LOS ANGELES SA DE CV,01/03/16,MORAL,LIBORIO MENDEZ CASTRO,SINALOA,CULIACAN,CULIACAN ROSALES,15/12/1999,25006001.0,25006.0
1776,1777,2013,ACUICOLA LOS ANGELES SA DE CV,AAN991215782,2501003079.0,SINALOA,CULIACAN,CULIACAN ROSALES,231600,25006.0,25006001.0,19664,ACUACULTURA,ACUICOLA LOS ANGELES SA DE CV,01/03/16,MORAL,LIBORIO MENDEZ CASTRO,SINALOA,CULIACAN,CULIACAN ROSALES,15/12/1999,25006001.0,25006.0
1777,1778,2013,ACUICOLA LOS ANGELES SA DE CV,AAN991215782,2501003079.0,SINALOA,CULIACAN,CULIACAN ROSALES,184800,25006.0,25006001.0,19664,ACUACULTURA,ACUICOLA LOS ANGELES SA DE CV,01/03/16,MORAL,LIBORIO MENDEZ CASTRO,SINALOA,CULIACAN,CULIACAN ROSALES,15/12/1999,25006001.0,25006.0
3931,3932,2014,ACUICOLA LOS ANGELES SA DE CV,,2501003079.0,SINALOA,CULIACAN,CULIACAN ROSALES,12600,25006.0,25006001.0,19664,ACUACULTURA,ACUICOLA LOS ANGELES SA DE CV,01/03/16,MORAL,LIBORIO MENDEZ CASTRO,SINALOA,CULIACAN,CULIACAN ROSALES,15/12/1999,25006001.0,25006.0
4618,4619,2015,ACUICOLA LOS ANGELES SA DE CV,,2501003079.0,SINALOA,CULIACÁN,CULIACÁN ROSALES," 353,176.00 ",,,19664,ACUACULTURA,ACUICOLA LOS ANGELES SA DE CV,01/03/16,MORAL,LIBORIO MENDEZ CASTRO,SINALOA,CULIACAN,CULIACAN ROSALES,15/12/1999,25006001.0,25006.0
54,55,2011,ACUICOLA MELANIE SA DE CV,AME0808212U0,2509002180.0,SINALOA,CULIACAN,CULIACAN ROSALES,400000,25006.0,25006001.0,17592,ACUACULTURA,ACUICOLA MELANIE SA DE CV,10/02/16,MORAL,JOEL ZACARIAS MALACON AMADOR,SINALOA,CULIACAN,CULIACAN ROSALES,21/08/2008,25006001.0,25006.0
975,976,2012,"ACUICOLA MELANIE, S.A. DE C.V.",AME0808212U0,2509002180.0,SINALOA,NAVOLATO,NAVOLATO,233600,25018.0,25018001.0,17592,ACUACULTURA,ACUICOLA MELANIE SA DE CV,10/02/16,MORAL,JOEL ZACARIAS MALACON AMADOR,SINALOA,CULIACAN,CULIACAN ROSALES,21/08/2008,25006001.0,25006.0
1785,1786,2013,ACUICOLA MELANIE SA DE CV,AME0808212U0,2509002180.0,SINALOA,CULIACAN,CULIACAN ROSALES,180000,25006.0,25006001.0,17592,ACUACULTURA,ACUICOLA MELANIE SA DE CV,10/02/16,MORAL,JOEL ZACARIAS MALACON AMADOR,SINALOA,CULIACAN,CULIACAN ROSALES,21/08/2008,25006001.0,25006.0
3977,3978,2014,ACUICOLA MELANIE SA DE CV,,2509002180.0,SINALOA,CULIACAN,CULIACAN ROSALES,1000,25006.0,25006001.0,17592,ACUACULTURA,ACUICOLA MELANIE SA DE CV,10/02/16,MORAL,JOEL ZACARIAS MALACON AMADOR,SINALOA,CULIACAN,CULIACAN ROSALES,21/08/2008,25006001.0,25006.0
4950,4951,2015,ACUICOLA MELANIE SA DE CV,,2509002180.0,SINALOA,CULIACÁN,CULIACÁN ROSALES," 202,848.00 ",,,17592,ACUACULTURA,ACUICOLA MELANIE SA DE CV,10/02/16,MORAL,JOEL ZACARIAS MALACON AMADOR,SINALOA,CULIACAN,CULIACAN ROSALES,21/08/2008,25006001.0,25006.0
56,57,2011,ACUICOLA OPEN SEA SA DE CV,AOS050606NI4,2507003727.0,SINALOA,AHOME,HIGUERA DE ZARAGOZA,84000,25001.0,25001160.0,18331,ACUACULTURA,ACUICOLA OPEN SEA SA DE CV,30/06/15,MORAL,JORGE ALBERTO CAÑAMAR NAVARRO,SINALOA,AHOME,LOS MOCHIS,06/06/2005,25001001.0,25001.0
978,979,2012,"ACUICOLA OPEN SEA, S.A. DE C.V.",AOS050606NI4,2507003727.0,SINALOA,AHOME,HIGUERA DE ZARAGOZA,84000,25001.0,25001160.0,18331,ACUACULTURA,ACUICOLA OPEN SEA SA DE CV,30/06/15,MORAL,JORGE ALBERTO CAÑAMAR NAVARRO,SINALOA,AHOME,LOS MOCHIS,06/06/2005,25001001.0,25001.0
1788,1789,2013,ACUICOLA OPEN SEA DE CV,AOS050606NI4,2507003727.0,SINALOA,AHOME,HIGUERA DE ZARAGOZA,105420,25001.0,25001160.0,18331,ACUACULTURA,ACUICOLA OPEN SEA SA DE CV,30/06/15,MORAL,JORGE ALBERTO CAÑAMAR NAVARRO,SINALOA,AHOME,LOS MOCHIS,06/06/2005,25001001.0,25001.0
3984,3985,2014,ACUICOLA OPEN SEA SA DE CV,,2507003727.0,SINALOA,AHOME,HIGUERA DE ZARAGOZA,3540,25001.0,25001160.0,18331,ACUACULTURA,ACUICOLA OPEN SEA SA DE CV,30/06/15,MORAL,JORGE ALBERTO CAÑAMAR NAVARRO,SINALOA,AHOME,LOS MOCHIS,06/06/2005,25001001.0,25001.0
4766,4767,2015,ACUICOLA OPEN SEA SA DE CV,,2507003727.0,SINALOA,AHOME,HIGUERA DE ZARAGOZA," 69,780.00 ",25001.0,25001160.0,18331,ACUACULTURA,ACUICOLA OPEN SEA SA DE CV,30/06/15,MORAL,JORGE ALBERTO CAÑAMAR NAVARRO,SINALOA,AHOME,LOS MOCHIS,06/06/2005,25001001.0,25001.0
58,59,2011,ACUICOLA PLEAMAR SA DE CV,APL970127M41,2507002323.0,SINALOA,AHOME,LOS MOCHIS,160000,25001.0,25001001.0,10509,ACUACULTURA,ACUICOLA PLEAMAR SA DE CV,11/01/16,MORAL,DANIEL EDGARDO LIZARRAGA VELARDE,SINALOA,AHOME,LOS MOCHIS,18/08/2011,25001001.0,25001.0
981,982,2012,"ACUICOLA PLEAMAR, S.A. DE C.V.",APL970127M41,2507002323.0,SINALOA,AHOME,LOS MOCHIS,110000,25001.0,25001001.0,10509,ACUACULTURA,ACUICOLA PLEAMAR SA DE CV,11/01/16,MORAL,DANIEL EDGARDO LIZARRAGA VELARDE,SINALOA,AHOME,LOS MOCHIS,18/08/2011,25001001.0,25001.0
1790,1791,2013,ACUICOLA PLEAMAR,APL970127M41,2507002323.0,SINALOA,AHOME,LOS MOCHIS,125200,25001.0,25001001.0,10509,ACUACULTURA,ACUICOLA PLEAMAR SA DE CV,11/01/16,MORAL,DANIEL EDGARDO LIZARRAGA VELARDE,SINALOA,AHOME,LOS MOCHIS,18/08/2011,25001001.0,25001.0
3987,3988,2014,ACUICOLA PLEAMAR SA DE CV,,2507002323.0,SINALOA,AHOME,LOS MOCHIS,0,25001.0,25001001.0,10509,ACUACULTURA,ACUICOLA PLEAMAR SA DE CV,11/01/16,MORAL,DANIEL EDGARDO LIZARRAGA VELARDE,SINALOA,AHOME,LOS MOCHIS,18/08/2011,25001001.0,25001.0
4753,4754,2015,ACUICOLA PLEAMAR SA DE CV,,2507002323.0,SINALOA,AHOME,LOS MOCHIS," 74,000.00 ",25001.0,25001001.0,10509,ACUACULTURA,ACUICOLA PLEAMAR SA DE CV,11/01/16,MORAL,DANIEL EDGARDO LIZARRAGA VELARDE,SINALOA,AHOME,LOS MOCHIS,18/08/2011,25001001.0,25001.0
64,65,2011,ACUICOLA ROCHTER SA DE CV,ARO000927CC9,2507002364.0,SINALOA,AHOME,LOS MOCHIS,180000,25001.0,25001001.0,19382,ACUACULTURA,ACUICOLA ROCHTER SA DE CV,03/03/16,MORAL,RODOLFO ROCHIN RIOS,SINALOA,AHOME,LOS MOCHIS,27/09/2000,25001001.0,25001.0
986,987,2012,"ACUICOLA ROCHTER, S.A. DE C.V.",ARO000927CC9,2507002364.0,SINALOA,AHOME,LOS MOCHIS,160000,25001.0,25001001.0,19382,ACUACULTURA,ACUICOLA ROCHTER SA DE CV,03/03/16,MORAL,RODOLFO ROCHIN RIOS,SINALOA,AHOME,LOS MOCHIS,27/09/2000,25001001.0,25001.0
1795,1796,2013,ACUICOLA ROCHTER SA DE CV,ARO000927CC9,2507002364.0,SINALOA,AHOME,LOS MOCHIS,79000,25001.0,25001001.0,19382,ACUACULTURA,ACUICOLA ROCHTER SA DE CV,03/03/16,MORAL,RODOLFO ROCHIN RIOS,SINALOA,AHOME,LOS MOCHIS,27/09/2000,25001001.0,25001.0
3997,3998,2014,ACUICOLA ROCHTER SA DE CV,,2507002364.0,SINALOA,AHOME,LOS MOCHIS,0,25001.0,25001001.0,19382,ACUACULTURA,ACUICOLA ROCHTER SA DE CV,03/03/16,MORAL,RODOLFO ROCHIN RIOS,SINALOA,AHOME,LOS MOCHIS,27/09/2000,25001001.0,25001.0
4754,4755,2015,ACUICOLA ROCHTER SA DE CV,,2507002364.0,SINALOA,AHOME,LOS MOCHIS," 65,850.00 ",25001.0,25001001.0,19382,ACUACULTURA,ACUICOLA ROCHTER SA DE CV,03/03/16,MORAL,RODOLFO ROCHIN RIOS,SINALOA,AHOME,LOS MOCHIS,27/09/2000,25001001.0,25001.0
65,66,2011,ACUICOLA RODIAZ SC DE RL DE CV,ARO100202GB7,2505004016.0,SINALOA,CULIACAN,CULIACAN ROSALES,48000,25006.0,25006001.0,6747,ACUACULTURA,ACUICOLA RODIAZ SC DE RL DE CV,11/03/16,MORAL,ABELARDO RODRIGUEZ DIAZ,SINALOA,CULIACAN,CULIACAN ROSALES,06/03/2013,25006001.0,25006.0
66,67,2011,ACUICOLA ROMA S.P.R. DE R.L. DE C.V.,ARO080527UK6,2509002149.0,SINALOA,NAVOLATO,SATAYA,130000,25018.0,25018078.0,17659,ACUACULTURA,ACUICOLA ROMA S.P.R. DE R.L. DE C.V.,23/06/15,MORAL,ALBERTO MACIAS MARTINEZ,SINALOA,CULIACAN,CULIACAN ROSALES,12/05/2008,25006001.0,25006.0
988,989,2012,"ACUICOLA ROMA, S.A. DE C.V.",ARO080527UK6,2509002149.0,SINALOA,NAVOLATO,NAVOLATO,110000,25018.0,25018001.0,17659,ACUACULTURA,ACUICOLA ROMA S.P.R. DE R.L. DE C.V.,23/06/15,MORAL,ALBERTO MACIAS MARTINEZ,SINALOA,CULIACAN,CULIACAN ROSALES,12/05/2008,25006001.0,25006.0
1797,1798,2013,ACUICOLA ROMA SPR DE RL DE CV,ARO080527UK6,2509002149.0,SINALOA,CULIACAN,CULIACAN ROSALES,56000,25006.0,25006001.0,17659,ACUACULTURA,ACUICOLA ROMA S.P.R. DE R.L. DE C.V.,23/06/15,MORAL,ALBERTO MACIAS MARTINEZ,SINALOA,CULIACAN,CULIACAN ROSALES,12/05/2008,25006001.0,25006.0
4000,4001,2014,ACUICOLA ROMA S.P.R. DE R.L. DE C.V.,,2509002149.0,SINALOA,CULIACAN,CULIACAN ROSALES,250,25006.0,25006001.0,17659,ACUACULTURA,ACUICOLA ROMA S.P.R. DE R.L. DE C.V.,23/06/15,MORAL,ALBERTO MACIAS MARTINEZ,SINALOA,CULIACAN,CULIACAN ROSALES,12/05/2008,25006001.0,25006.0
4948,4949,2015,ACUICOLA ROMA S.P.R. DE R.L. DE C.V.,,2509002149.0,SINALOA,CULIACÁN,CULIACÁN ROSALES," 34,200.00 ",,,17659,ACUACULTURA,ACUICOLA ROMA S.P.R. DE R.L. DE C.V.,23/06/15,MORAL,ALBERTO MACIAS MARTINEZ,SINALOA,CULIACAN,CULIACAN ROSALES,12/05/2008,25006001.0,25006.0
69,70,2011,ACUICOLA SANTA INES SA DE CV,ASI991002334,2602005403.0,SONORA,CAJEME,CIUDAD OBREGON,390000,26018.0,26018001.0,19758,ACUACULTURA,ACUICOLA SANTA INES SA DE CV,17/01/17,MORAL,JOSE FRANCISCO BOURS GRIFFITH,SONORA,CAJEME,CIUDAD OBREGON,02/10/1999,26018001.0,26018.0
70,71,2011,ACUICOLA SANTA MAGDA SA DE CV,ASM040316LM5,2602007151.0,SONORA,CAJEME,CIUDAD OBREGON,728000,26018.0,26018001.0,18631,ACUACULTURA,ACUICOLA SANTA MAGDA SA DE CV,15/09/15,MORAL,ENRIQUE GARCIA IBARRA,SONORA,CAJEME,CIUDAD OBREGON,16/03/2004,26018001.0,26018.0
992,993,2012,"ACUICOLA SANTA MAGDA, S.A. DE C.V.",ASM040316LM5,2602007151.0,SONORA,CAJEME,CIUDAD OBREGON,424000,26018.0,26018001.0,18631,ACUACULTURA,ACUICOLA SANTA MAGDA SA DE CV,15/09/15,MORAL,ENRIQUE GARCIA IBARRA,SONORA,CAJEME,CIUDAD OBREGON,16/03/2004,26018001.0,26018.0
1800,1801,2013,ACUICOLA SANTA MAGDA SA DE CV,ASM040316LM5,2602007151.0,SONORA,CAJEME,CIUDAD OBREGON,78560,26018.0,26018001.0,18631,ACUACULTURA,ACUICOLA SANTA MAGDA SA DE CV,15/09/15,MORAL,ENRIQUE GARCIA IBARRA,SONORA,CAJEME,CIUDAD OBREGON,16/03/2004,26018001.0,26018.0
1801,1802,2013,ACUICOLA SANTA MAGDA SA DE CV,ASM040316LM5,2602007151.0,SONORA,CAJEME,CIUDAD OBREGON,124856,26018.0,26018001.0,18631,ACUACULTURA,ACUICOLA SANTA MAGDA SA DE CV,15/09/15,MORAL,ENRIQUE GARCIA IBARRA,SONORA,CAJEME,CIUDAD OBREGON,16/03/2004,26018001.0,26018.0
1802,1803,2013,ACUICOLA SANTA MAGDA SA DE CV,ASM040316LM5,2602007151.0,SONORA,CAJEME,CIUDAD OBREGON,142400,26018.0,26018001.0,18631,ACUACULTURA,ACUICOLA SANTA MAGDA SA DE CV,15/09/15,MORAL,ENRIQUE GARCIA IBARRA,SONORA,CAJEME,CIUDAD OBREGON,16/03/2004,26018001.0,26018.0
4009,4010,2014,ACUICOLA SANTA MAGDA SA DE CV,,2602007151.0,SONORA,CAJEME,CIUDAD OBREGON,1000,26018.0,26018001.0,18631,ACUACULTURA,ACUICOLA SANTA MAGDA SA DE CV,15/09/15,MORAL,ENRIQUE GARCIA IBARRA,SONORA,CAJEME,CIUDAD OBREGON,16/03/2004,26018001.0,26018.0
73,74,2011,ACUICOLA SELECTA SA DE CV,ASE001115EN2,2605001110.0,SONORA,HERMOSILLO,EJIDO NUEVO SAN MIGUEL,2538400,26030.0,260302056.0,10523,ACUACULTURA,ACUICOLA SELECTA SA DE CV,09/02/17,MORAL,LORENZO IBARRA SALGADO,SONORA,HERMOSILLO,HERMOSILLO,18/08/2011,26030001.0,26030.0
994,995,2012,"ACUICOLA SELECTA, S.A. DE C.V.",ASE001115EN2,2605001110.0,SONORA,HERMOSILLO,EJIDO NUEVO SAN MIGUEL,1330000,26030.0,260302056.0,10523,ACUACULTURA,ACUICOLA SELECTA SA DE CV,09/02/17,MORAL,LORENZO IBARRA SALGADO,SONORA,HERMOSILLO,HERMOSILLO,18/08/2011,26030001.0,26030.0
1804,1805,2013,"ACUICOLA SELECTA, S.A. DE C.V.",ASE001115EN2,2605001110.0,SONORA,HERMOSILLO,HERMOSILLO,883576.38,26030.0,26030001.0,10523,ACUACULTURA,ACUICOLA SELECTA SA DE CV,09/02/17,MORAL,LORENZO IBARRA SALGADO,SONORA,HERMOSILLO,HERMOSILLO,18/08/2011,26030001.0,26030.0
1805,1806,2013,"ACUICOLA SELECTA, S.A. DE C.V.",ASE001115EN2,2605001110.0,SONORA,HERMOSILLO,HERMOSILLO,462039.55,26030.0,26030001.0,10523,ACUACULTURA,ACUICOLA SELECTA SA DE CV,09/02/17,MORAL,LORENZO IBARRA SALGADO,SONORA,HERMOSILLO,HERMOSILLO,18/08/2011,26030001.0,26030.0
1806,1807,2013,"ACUICOLA SELECTA, S.A. DE C.V.",ASE001115EN2,2605001110.0,SONORA,HERMOSILLO,HERMOSILLO,765767.19,26030.0,26030001.0,10523,ACUACULTURA,ACUICOLA SELECTA SA DE CV,09/02/17,MORAL,LORENZO IBARRA SALGADO,SONORA,HERMOSILLO,HERMOSILLO,18/08/2011,26030001.0,26030.0
4004,4005,2014,ACUICOLA SELECTA SA DE CV,,2605001110.0,SONORA,HERMOSILLO,HERMOSILLO,339125.23,26030.0,26030001.0,10523,ACUACULTURA,ACUICOLA SELECTA SA DE CV,09/02/17,MORAL,LORENZO IBARRA SALGADO,SONORA,HERMOSILLO,HERMOSILLO,18/08/2011,26030001.0,26030.0
5079,5080,2015,ACUICOLA SELECTA SA DE CV,,2605001110.0,SONORA,HERMOSILLO,HERMOSILLO," 1,457,484.63 ",26030.0,26030001.0,10523,ACUACULTURA,ACUICOLA SELECTA SA DE CV,09/02/17,MORAL,LORENZO IBARRA SALGADO,SONORA,HERMOSILLO,HERMOSILLO,18/08/2011,26030001.0,26030.0
77,78,2011,ACUICULTORES UNIDOS SAN MARTIN SA DE CV,AUS0912051G8,2507004998.0,SINALOA,AHOME,HIGUERA DE ZARAGOZA,1402000,25001.0,25001160.0,17432,ACUACULTURA,ACUICULTORES UNIDOS SAN MARTIN SA DE CV,07/02/16,MORAL,LUIS RAUL SOTO PEREZ,SINALOA,AHOME,LOS MOCHIS,05/12/2009,25001001.0,25001.0
997,998,2012,"ACUICULTORES UNIDOS DE SAN MARTIN, S.A. DE C.V.",AUS0912051G8,2507004998.0,SINALOA,AHOME,HIGUERA DE ZARAGOZA,734000,25001.0,25001160.0,17432,ACUACULTURA,ACUICULTORES UNIDOS SAN MARTIN SA DE CV,07/02/16,MORAL,LUIS RAUL SOTO PEREZ,SINALOA,AHOME,LOS MOCHIS,05/12/2009,25001001.0,25001.0
1809,1810,2013,ACUICULTORES UNIDOS SAN MARTIN SA DE CV,AUS0912051G8,2507004998.0,SINALOA,AHOME,HIGUERA DE ZARAGOZA,142800,25001.0,25001160.0,17432,ACUACULTURA,ACUICULTORES UNIDOS SAN MARTIN SA DE CV,07/02/16,MORAL,LUIS RAUL SOTO PEREZ,SINALOA,AHOME,LOS MOCHIS,05/12/2009,25001001.0,25001.0
1810,1811,2013,ACUICULTORES UNIDOS SAN MARTIN SA DE CV,AUS0912051G8,2507004998.0,SINALOA,AHOME,HIGUERA DE ZARAGOZA,150800,25001.0,25001160.0,17432,ACUACULTURA,ACUICULTORES UNIDOS SAN MARTIN SA DE CV,07/02/16,MORAL,LUIS RAUL SOTO PEREZ,SINALOA,AHOME,LOS MOCHIS,05/12/2009,25001001.0,25001.0
1811,1812,2013,ACUICULTORES UNIDOS SAN MARTIN SA DE CV,AUS0912051G8,2507004998.0,SINALOA,AHOME,HIGUERA DE ZARAGOZA,153500,25001.0,25001160.0,17432,ACUACULTURA,ACUICULTORES UNIDOS SAN MARTIN SA DE CV,07/02/16,MORAL,LUIS RAUL SOTO PEREZ,SINALOA,AHOME,LOS MOCHIS,05/12/2009,25001001.0,25001.0
1812,1813,2013,ACUICULTORES UNIDOS SAN MARTIN SA DE CV,AUS0912051G8,2507004998.0,SINALOA,AHOME,HIGUERA DE ZARAGOZA,150400,25001.0,25001160.0,17432,ACUACULTURA,ACUICULTORES UNIDOS SAN MARTIN SA DE CV,07/02/16,MORAL,LUIS RAUL SOTO PEREZ,SINALOA,AHOME,LOS MOCHIS,05/12/2009,25001001.0,25001.0
4020,4021,2014,ACUICULTORES UNIDOS SAN MARTIN SA DE CV,,2507004998.0,SINALOA,AHOME,LOS MOCHIS,4000,25001.0,25001001.0,17432,ACUACULTURA,ACUICULTORES UNIDOS SAN MARTIN SA DE CV,07/02/16,MORAL,LUIS RAUL SOTO PEREZ,SINALOA,AHOME,LOS MOCHIS,05/12/2009,25001001.0,25001.0
4784,4785,2015,ACUICULTORES UNIDOS SAN MARTIN SA DE CV,,2507004998.0,SINALOA,AHOME,LOS MOCHIS," 551,765.00 ",25001.0,25001001.0,17432,ACUACULTURA,ACUICULTORES UNIDOS SAN MARTIN SA DE CV,07/02/16,MORAL,LUIS RAUL SOTO PEREZ,SINALOA,AHOME,LOS MOCHIS,05/12/2009,25001001.0,25001.0
84,85,2011,ALMA MIRELLA ACUÑA GOMEZ,AUGA610224711,2604006086.0,SONORA,GUAYMAS,SAN JOSE DE GUAYMAS,190000,26029.0,26029254.0,20744,CAPTURA,ALMA MIRELLA ACUÑA GOMEZ,26/08/15,FISÍCA,ALMA MIRELLA ACUÑA GOMEZ,SONORA,GUAYMAS,HEROICA GUAYMAS,15/09/1991,26029001.0,26029.0
998,999,2012,ACUÑA GOMEZ ALMA MIRELLA,,2604006086.0,SONORA,GUAYMAS,SAN JOSE DE GUAYMAS,232400,26029.0,26029254.0,20744,CAPTURA,ALMA MIRELLA ACUÑA GOMEZ,26/08/15,FISÍCA,ALMA MIRELLA ACUÑA GOMEZ,SONORA,GUAYMAS,HEROICA GUAYMAS,15/09/1991,26029001.0,26029.0
1813,1814,2013,ACUÑA GOMEZ ALMA MIRELLA,,2604006086.0,SONORA,GUAYMAS,HEROICA GUAYMAS,150400,26029.0,26029001.0,20744,CAPTURA,ALMA MIRELLA ACUÑA GOMEZ,26/08/15,FISÍCA,ALMA MIRELLA ACUÑA GOMEZ,SONORA,GUAYMAS,HEROICA GUAYMAS,15/09/1991,26029001.0,26029.0
3686,3687,2014,ALMA MIRELLA ACUÑA GOMEZ,,2604006086.0,SONORA,GUAYMAS,SAN JOSE DE GUAYMAS,0,26029.0,26029254.0,20744,CAPTURA,ALMA MIRELLA ACUÑA GOMEZ,26/08/15,FISÍCA,ALMA MIRELLA ACUÑA GOMEZ,SONORA,GUAYMAS,HEROICA GUAYMAS,15/09/1991,26029001.0,26029.0
5010,5011,2015,ALMA MIRELLA ACUÑA GOMEZ,,2604006086.0,SONORA,GUAYMAS,HEROICA GUAYMAS," 25,200.00 ",26029.0,26029001.0,20744,CAPTURA,ALMA MIRELLA ACUÑA GOMEZ,26/08/15,FISÍCA,ALMA MIRELLA ACUÑA GOMEZ,SONORA,GUAYMAS,HEROICA GUAYMAS,15/09/1991,26029001.0,26029.0
94,95,2011,AQUA INDUSTRIAS SA DE CV,AIN0207029P3,2501003301.0,SINALOA,CULIACAN,PONCE,300000,25006.0,250062262.0,10716,ACUACULTURA,AQUA INDUSTRIAS SA DE CV,05/03/16,MORAL,CARLOS LANDEROS ANGULO,SINALOA,CULIACAN,PONCE,18/08/2011,250062262.0,25006.0
1016,1017,2012,"AQUAINDUSTRIAS, S.A. DE C.V.",AIN0207029P3,2501003301.0,SINALOA,CULIACAN,CULIACAN ROSALES,258400,25006.0,25006001.0,10716,ACUACULTURA,AQUA INDUSTRIAS SA DE CV,05/03/16,MORAL,CARLOS LANDEROS ANGULO,SINALOA,CULIACAN,PONCE,18/08/2011,250062262.0,25006.0
1885,1886,2013,AQUA INDUSTRIAS SA DE CV,AIN0207029P3,2501003301.0,SINALOA,CULIACAN,CULIACAN ROSALES,119900,25006.0,25006001.0,10716,ACUACULTURA,AQUA INDUSTRIAS SA DE CV,05/03/16,MORAL,CARLOS LANDEROS ANGULO,SINALOA,CULIACAN,PONCE,18/08/2011,250062262.0,25006.0
3966,3967,2014,AQUA INDUSTRIAS SA DE CV,,2501003301.0,SINALOA,CULIACAN,CULIACAN ROSALES,0,25006.0,25006001.0,10716,ACUACULTURA,AQUA INDUSTRIAS SA DE CV,05/03/16,MORAL,CARLOS LANDEROS ANGULO,SINALOA,CULIACAN,PONCE,18/08/2011,250062262.0,25006.0
4620,4621,2015,AQUA INDUSTRIAS SA DE CV,,2501003301.0,SINALOA,CULIACÁN,CULIACÁN ROSALES," 108,200.00 ",,,10716,ACUACULTURA,AQUA INDUSTRIAS SA DE CV,05/03/16,MORAL,CARLOS LANDEROS ANGULO,SINALOA,CULIACAN,PONCE,18/08/2011,250062262.0,25006.0
95,96,2011,AQUACTIVA SA DE CV,AQU0001178I2,2611000932.0,SONORA,HERMOSILLO,HERMOSILLO,360000,26030.0,26030001.0,10718,ACUACULTURA,AQUACTIVA SA DE CV,17/03/16,MORAL,ROBERTO LEON DONNADIEU PARADA,SONORA,HERMOSILLO,HERMOSILLO,18/08/2011,26030001.0,26030.0
1013,1014,2012,"AQUACTIVA, S.A. DE C.V.",AQU0001178I2,2611000932.0,SONORA,HERMOSILLO,HERMOSILLO,297600,26030.0,26030001.0,10718,ACUACULTURA,AQUACTIVA SA DE CV,17/03/16,MORAL,ROBERTO LEON DONNADIEU PARADA,SONORA,HERMOSILLO,HERMOSILLO,18/08/2011,26030001.0,26030.0
1886,1887,2013,AQUACTIVA SA DE CV,AQU0001178I2,2611000932.0,SONORA,HERMOSILLO,HERMOSILLO,240956,26030.0,26030001.0,10718,ACUACULTURA,AQUACTIVA SA DE CV,17/03/16,MORAL,ROBERTO LEON DONNADIEU PARADA,SONORA,HERMOSILLO,HERMOSILLO,18/08/2011,26030001.0,26030.0
3991,3992,2014,AQUACTIVA SA DE CV,,2611000932.0,SONORA,HERMOSILLO,HERMOSILLO,0,26030.0,26030001.0,10718,ACUACULTURA,AQUACTIVA SA DE CV,17/03/16,MORAL,ROBERTO LEON DONNADIEU PARADA,SONORA,HERMOSILLO,HERMOSILLO,18/08/2011,26030001.0,26030.0
5139,5140,2015,AQUACTIVA SA DE CV,,2611000932.0,SONORA,HERMOSILLO,HERMOSILLO," 191,160.00 ",26030.0,26030001.0,10718,ACUACULTURA,AQUACTIVA SA DE CV,17/03/16,MORAL,ROBERTO LEON DONNADIEU PARADA,SONORA,HERMOSILLO,HERMOSILLO,18/08/2011,26030001.0,26030.0
96,97,2011,AQUACULTIVOS DE KINO SA DE CV,AKI031111MF1,2611001112.0,SONORA,HERMOSILLO,HERMOSILLO,720000,26030.0,26030001.0,10719,ACUACULTURA,AQUACULTIVOS DE KINO SA DE CV,05/03/16,MORAL,ROBERTO LEON DONNADIEU PARADA,SONORA,HERMOSILLO,HERMOSILLO,18/08/2011,26030001.0,26030.0
1014,1015,2012,"AQUACULTIVOS DE KINO, S.A. DE C.V.",AKI031111MF1,2611001112.0,SONORA,HERMOSILLO,HERMOSILLO,539000,26030.0,26030001.0,10719,ACUACULTURA,AQUACULTIVOS DE KINO SA DE CV,05/03/16,MORAL,ROBERTO LEON DONNADIEU PARADA,SONORA,HERMOSILLO,HERMOSILLO,18/08/2011,26030001.0,26030.0
1887,1888,2013,"AQUACULTIVOS DE KINO, S.A. DE C.V. ",AKI031111MF1,2611001112.0,SONORA,HERMOSILLO,HERMOSILLO,477760,26030.0,26030001.0,10719,ACUACULTURA,AQUACULTIVOS DE KINO SA DE CV,05/03/16,MORAL,ROBERTO LEON DONNADIEU PARADA,SONORA,HERMOSILLO,HERMOSILLO,18/08/2011,26030001.0,26030.0
3968,3969,2014,AQUACULTIVOS DE KINO SA DE CV,,2611001112.0,SONORA,HERMOSILLO,HERMOSILLO,0,26030.0,26030001.0,10719,ACUACULTURA,AQUACULTIVOS DE KINO SA DE CV,05/03/16,MORAL,ROBERTO LEON DONNADIEU PARADA,SONORA,HERMOSILLO,HERMOSILLO,18/08/2011,26030001.0,26030.0
